segment,conversion,spend,uplift_score,p_treatment,p_control
Womens E-Mail,0,0.0,0.005912201860017714,0.00898095758742149,0.0030687557274037755
Womens E-Mail,0,0.0,0.00611737733860407,0.010077933729422487,0.003960556390818416
No E-Mail,0,0.0,0.005356963238693883,0.015145614560267614,0.00978865132157373
Mens E-Mail,0,0.0,0.006850140051143709,0.011605721483322694,0.0047555814321789845
Mens E-Mail,0,0.0,0.005005327415057126,0.006637387972961126,0.0016320605579040004
Mens E-Mail,0,0.0,0.00644398764497902,0.01068875287021152,0.0042447652252325
No E-Mail,0,0.0,0.005965993812191527,0.009250405118766559,0.003284411306575032
No E-Mail,0,0.0,0.00586784864187635,0.01238996428076835,0.006522115638891999
Womens E-Mail,0,0.0,0.005632673975042151,0.009114334063642454,0.003481660088600304
No E-Mail,0,0.0,0.006943283992471883,0.012104836072767099,0.005161552080295216
Mens E-Mail,0,0.0,0.006530926545616841,0.009513450116363705,0.0029825235707468633
Womens E-Mail,0,0.0,0.004901418323434579,0.013510271980149553,0.008608853656714974
Mens E-Mail,0,0.0,0.006125421272051552,0.009835168514019485,0.003709747241967933
Womens E-Mail,0,0.0,0.0043503678959421355,0.014295742746102421,0.009945374850160286
Mens E-Mail,0,0.0,0.005384447793426046,0.007702909586697294,0.0023184617932712477
No E-Mail,0,0.0,0.007101897055112665,0.011310312878430654,0.004208415823317989
Womens E-Mail,0,0.0,0.005173872089037426,0.006888703957479164,0.0017148318684417374
Womens E-Mail,0,0.0,0.00563439142024098,0.013177182157367844,0.007542790737126864
No E-Mail,0,0.0,0.006588986132206718,0.011511554779055555,0.004922568646848837
No E-Mail,0,0.0,0.004806867079847975,0.005991829647298657,0.0011849625674506827
Mens E-Mail,0,0.0,0.006428106925066483,0.011299165793633286,0.004871058868566803
Womens E-Mail,0,0.0,0.008847613808280561,0.012804546630439392,0.00395693282215883
Mens E-Mail,0,0.0,0.0036074543127516696,0.018453952998774725,0.014846498686023056
Womens E-Mail,0,0.0,0.005824438611458887,0.009215744531353157,0.00339130591989427
Mens E-Mail,0,0.0,0.003041477648083296,0.01932840427748037,0.016286926629397073
Womens E-Mail,0,0.0,0.007651204521945872,0.011479836999600784,0.003828632477654912
No E-Mail,0,0.0,0.0057139529198677475,0.007328803646578308,0.0016148507267105604
Mens E-Mail,0,0.0,0.0077553466264334465,0.013734891954364439,0.005979545327930992
No E-Mail,0,0.0,0.005791677211229113,0.013493103621919262,0.007701426410690149
No E-Mail,0,0.0,0.0055711949323286256,0.007419087721748347,0.0018478927894197222
Mens E-Mail,0,0.0,0.0057477427630458905,0.0077790566669964315,0.0020313139039505406
Mens E-Mail,0,0.0,0.0044191829726115805,0.012914630287794741,0.00849544731518316
Mens E-Mail,0,0.0,0.006615509024412702,0.009462777509882586,0.002847268485469884
No E-Mail,0,0.0,0.004824385405571934,0.01454546606847358,0.009721080662901645
Mens E-Mail,0,0.0,0.01394082725552134,0.019041694489978882,0.005100867234457542
Mens E-Mail,0,0.0,0.008747486831852586,0.01575168276634012,0.007004195934487534
Womens E-Mail,0,0.0,0.005624982572350501,0.008919996748664219,0.003295014176313718
Womens E-Mail,0,0.0,0.00706593400568055,0.01157997004249584,0.00451403603681529
Womens E-Mail,0,0.0,0.004343530802648229,0.01413934503662718,0.00979581423397895
Womens E-Mail,0,0.0,0.006453376392970385,0.012352505828235336,0.005899129435264951
No E-Mail,0,0.0,0.0055939313975384795,0.008731645874267604,0.0031377144767291247
No E-Mail,0,0.0,0.005422170274837022,0.007274927389001849,0.0018527571141648267
Mens E-Mail,0,0.0,0.006568645374186218,0.00952665863282419,0.0029580132586379715
Mens E-Mail,0,0.0,0.005789544828613241,0.00874994260334823,0.0029603977747349884
Mens E-Mail,0,0.0,0.010499695058343897,0.023181748981108707,0.01268205392276481
Mens E-Mail,0,0.0,0.008133483461607768,0.015252693660358883,0.007119210198751115
No E-Mail,0,0.0,0.012624726237988979,0.03585204975525946,0.023227323517270484
Mens E-Mail,0,0.0,0.005806163350152833,0.01439373610373371,0.008587572753580876
Mens E-Mail,0,0.0,0.005965401611590997,0.01072783393866169,0.004762432327070692
Womens E-Mail,0,0.0,0.004679055084830797,0.013024028815697822,0.008344973730867025
Womens E-Mail,0,0.0,0.004356450687328211,0.015304252870115283,0.010947802182787071
Womens E-Mail,0,0.0,0.006745512188899462,0.010371912330661127,0.0036264001417616655
No E-Mail,0,0.0,0.005071873543665772,0.006326526031595262,0.0012546524879294895
Womens E-Mail,0,0.0,0.006546243741881657,0.01047819778715394,0.003931954045272284
No E-Mail,0,0.0,0.00529524596807316,0.007215357674296609,0.0019201117062234488
Womens E-Mail,0,0.0,0.0058047255559862485,0.007928090515700047,0.0021233649597137984
Womens E-Mail,0,0.0,0.0060931729090187145,0.01324227556269464,0.007149102653675926
Womens E-Mail,0,0.0,0.004932331367193385,0.019727823619238874,0.014795492252045489
Mens E-Mail,0,0.0,0.005033308587539091,0.006418186433710868,0.0013848778461717764
No E-Mail,0,0.0,0.004727113897221986,0.005741908950418031,0.0010147950531960456
Womens E-Mail,0,0.0,0.005713364900214186,0.008893396712354458,0.0031800318121402724
Womens E-Mail,0,0.0,0.006514571738063577,0.010260608349735858,0.003746036611672281
Womens E-Mail,0,0.0,0.005373083577123911,0.007690433369828357,0.002317349792704446
Mens E-Mail,0,0.0,0.02157989446683437,0.02885583072154691,0.007275936254712544
Mens E-Mail,0,0.0,0.006423394798350222,0.009143797671160879,0.0027204028728106573
Womens E-Mail,0,0.0,0.01270231921577932,0.017597614491716443,0.004895295275937123
Womens E-Mail,0,0.0,0.0056746725245385085,0.008086556363719922,0.0024118838391814137
No E-Mail,0,0.0,0.0065563875136362346,0.011852921654676097,0.005296534141039862
Mens E-Mail,0,0.0,0.004745183131249813,0.005907124172523815,0.001161941041274002
Womens E-Mail,0,0.0,0.005994787795290793,0.008497444008865217,0.002502656213574425
No E-Mail,0,0.0,0.005087976200712899,0.015390654617080394,0.010302678416367495
Mens E-Mail,0,0.0,0.003136504252523124,0.015110551149256517,0.011974046896733393
No E-Mail,0,0.0,0.005606334303254923,0.012176086942602854,0.006569752639347931
Womens E-Mail,0,0.0,0.022779824394780705,0.03868188694937888,0.015902062554598174
No E-Mail,0,0.0,0.015069088824412144,0.023431185057027088,0.008362096232614944
Mens E-Mail,0,0.0,0.005116227521711023,0.014637982535774875,0.009521755014063852
Womens E-Mail,0,0.0,0.005000244572265588,0.015305895603764365,0.010305651031498777
Mens E-Mail,0,0.0,0.005335584565901375,0.013191678520012842,0.007856093954111467
Mens E-Mail,0,0.0,0.006515823834672776,0.011495190593775809,0.004979366759103033
No E-Mail,0,0.0,0.00421977639218649,0.019440757607245878,0.015220981215059388
Mens E-Mail,0,0.0,0.005773475270093285,0.007341427337260937,0.0015679520671676526
Womens E-Mail,0,0.0,0.006350564984434256,0.010015751555251369,0.0036651865708171127
No E-Mail,0,0.0,0.005968432246022876,0.00806067164990723,0.002092239403884355
Mens E-Mail,0,0.0,0.005991341617075527,0.012374535481214347,0.00638319386413882
Womens E-Mail,0,0.0,0.006096144938369588,0.00914333802613164,0.003047193087762051
Mens E-Mail,0,0.0,0.008217836737895686,0.014444148051225793,0.006226311313330107
Womens E-Mail,0,0.0,0.006159309854934224,0.010327294231440756,0.004167984376506532
No E-Mail,0,0.0,0.004906016546311702,0.01540680613080675,0.010500789584495048
No E-Mail,0,0.0,0.005364658230049682,0.013356002012852383,0.0079913437828027
Mens E-Mail,0,0.0,0.005615494562527407,0.007629265893236847,0.0020137713307094404
Womens E-Mail,0,0.0,0.005900720154670996,0.010017103591040464,0.004116383436369468
No E-Mail,0,0.0,0.006372982456178806,0.009555695602152442,0.0031827131459736357
Mens E-Mail,0,0.0,0.005922361574335904,0.01096579953423538,0.005043437959899476
Womens E-Mail,0,0.0,0.005299142849628181,0.012266638288557546,0.006967495438929365
Womens E-Mail,0,0.0,0.005345291865798944,0.006802401368478437,0.0014571095026794925
Mens E-Mail,0,0.0,0.00613900649345099,0.010121810401525369,0.003982803908074379
Mens E-Mail,0,0.0,0.004790440843006732,0.005892891646525784,0.001102450803519052
Mens E-Mail,0,0.0,0.0046923962820860105,0.01301387829556559,0.00832148201347958
Womens E-Mail,0,0.0,0.005587484625024427,0.012642274053151005,0.007054789428126577
Womens E-Mail,0,0.0,0.005691990949139573,0.007656493514295292,0.0019645025651557186
Womens E-Mail,0,0.0,0.005731863453878758,0.012173080854738201,0.006441217400859444
Mens E-Mail,0,0.0,0.0044191829726115805,0.012914630287794741,0.00849544731518316
Womens E-Mail,0,0.0,0.006049209338071869,0.012576815523930912,0.0065276061858590435
Mens E-Mail,0,0.0,0.006568047784629192,0.013709308205676939,0.007141260421047747
No E-Mail,0,0.0,0.013167230524870965,0.02117863014422348,0.008011399619352516
Womens E-Mail,0,0.0,0.006086137223210169,0.008413617524212588,0.0023274803010024194
Womens E-Mail,0,0.0,0.005648118255459092,0.00784719368741386,0.0021990754319547684
Womens E-Mail,0,0.0,0.005152558442619344,0.013539227977128483,0.00838666953450914
No E-Mail,0,0.0,0.0036250539469826412,0.016528855301643112,0.01290380135466047
Mens E-Mail,0,0.0,0.005242571444300266,0.007584497354948172,0.0023419259106479064
No E-Mail,0,0.0,0.006994636567524876,0.013032521741740868,0.006037885174215992
No E-Mail,0,0.0,0.003718159430610596,0.01734074727745519,0.013622587846844595
No E-Mail,0,0.0,0.004598890004680077,0.005635559947920992,0.0010366699432409149
No E-Mail,0,0.0,0.0038649491099379124,0.020254212029397055,0.016389262919459142
No E-Mail,0,0.0,0.004037941980133707,0.014691266124407418,0.010653324144273712
Mens E-Mail,0,0.0,0.005856801806411828,0.00919240019610114,0.003335598389689313
Mens E-Mail,0,0.0,0.013907732935361985,0.019284185144413376,0.005376452209051392
No E-Mail,0,0.0,0.005883645383429878,0.00945651817668294,0.0035728727932530613
Mens E-Mail,0,0.0,0.009633438029222213,0.016757023946277424,0.00712358591705521
Womens E-Mail,0,0.0,0.005648118255459092,0.00784719368741386,0.0021990754319547684
Womens E-Mail,0,0.0,0.008015871692746047,0.017552293708476822,0.009536422015730775
Womens E-Mail,0,0.0,0.006103422730566226,0.008478792275613066,0.0023753695450468397
Womens E-Mail,0,0.0,0.005402752857805683,0.007240040721465664,0.001837287863659981
Womens E-Mail,0,0.0,0.005156450491781396,0.0064227845117019915,0.0012663340199205958
Mens E-Mail,0,0.0,0.0164603044481985,0.025170854245496702,0.0087105497972982
No E-Mail,0,0.0,0.005897432063006271,0.008547645627572466,0.002650213564566194
Mens E-Mail,0,0.0,0.006971953350007141,0.012006827565977186,0.005034874215970046
Womens E-Mail,0,0.0,0.006403002791087135,0.01700223100384422,0.010599228212757085
Mens E-Mail,0,0.0,0.00539429017795647,0.007936433723098922,0.0025421435451424526
Womens E-Mail,0,0.0,0.006159397274402012,0.01062350678280466,0.004464109508402647
Mens E-Mail,0,0.0,0.013406072098773278,0.023932022362005888,0.01052595026323261
Womens E-Mail,0,0.0,0.005996365962059922,0.009263311577055526,0.003266945614995604
No E-Mail,0,0.0,0.005004444747616341,0.014248678060386297,0.009244233312769957
Womens E-Mail,0,0.0,0.00788517393350497,0.014069337541890626,0.006184163608385655
No E-Mail,0,0.0,0.005834765073736767,0.012269729847570146,0.006434964773833379
Mens E-Mail,0,0.0,0.005833383302532751,0.008077944786299208,0.0022445614837664574
No E-Mail,0,0.0,0.005636778495397702,0.012803154327024165,0.007166375831626463
No E-Mail,0,0.0,0.0057524118145876515,0.008439671995048916,0.0026872601804612643
Womens E-Mail,0,0.0,0.0196206925097481,0.026889521596856134,0.007268829087108032
Mens E-Mail,0,0.0,0.005914924537829236,0.011266461673882226,0.00535153713605299
Womens E-Mail,0,0.0,0.006378208723771861,0.011146624248886083,0.004768415525114222
Mens E-Mail,0,0.0,0.01690590872467689,0.02554050346026598,0.008634594735589092
Mens E-Mail,0,0.0,0.005472302295818392,0.011655237605791357,0.0061829353099729645
Womens E-Mail,0,0.0,0.006342295109746099,0.009418701168639855,0.003076406058893756
No E-Mail,0,0.0,0.006884319213178728,0.012495593369634492,0.0056112741564557644
Mens E-Mail,0,0.0,0.006218647450535842,0.0101246290718479,0.003905981621312059
Mens E-Mail,0,0.0,0.0073068736633638675,0.01663490023394321,0.009328026570579342
No E-Mail,0,0.0,0.006007419941880848,0.009839003141727977,0.0038315831998471292
Womens E-Mail,0,0.0,0.00908865743351441,0.01875087072129122,0.00966221328777681
Mens E-Mail,0,0.0,0.006851785033026902,0.011349824962904875,0.004498039929877973
No E-Mail,0,0.0,0.005227345047706179,0.006611851013702009,0.0013845059659958305
Womens E-Mail,0,0.0,0.0048259276162464955,0.016698206326434026,0.01187227871018753
No E-Mail,0,0.0,0.00557258878956352,0.01099637718834425,0.0054237883987807295
Womens E-Mail,0,0.0,0.005349114961098165,0.006844378316272608,0.0014952633551744432
No E-Mail,0,0.0,0.004136646855776157,0.016650124655163717,0.01251347779938756
Womens E-Mail,0,0.0,0.0056209016653150316,0.007518040894067713,0.0018971392287526812
No E-Mail,0,0.0,0.006864461111295235,0.012161257650364857,0.005296796539069623
Mens E-Mail,0,0.0,0.012636910726263616,0.015897145353854898,0.0032602346275912813
Womens E-Mail,0,0.0,0.0051104644582525005,0.01325760759528888,0.00814714313703638
No E-Mail,0,0.0,0.006188305043446992,0.01010193021941233,0.003913625175965338
Womens E-Mail,0,0.0,0.0053767538849490626,0.009925744399825213,0.0045489905148761505
No E-Mail,0,0.0,0.0062632559470522185,0.008906995397022053,0.002643739449969835
No E-Mail,0,0.0,0.01448441393495519,0.018940632181072385,0.004456218246117196
No E-Mail,0,0.0,0.006085421511115492,0.011732946428419143,0.0056475249173036516
Womens E-Mail,0,0.0,0.005183013998012737,0.014391591637901182,0.009208577639888445
Womens E-Mail,0,0.0,0.005655377283070298,0.007412353904558899,0.001756976621488601
Mens E-Mail,0,0.0,0.005648118255459092,0.00784719368741386,0.0021990754319547684
No E-Mail,0,0.0,0.004102794065590455,0.017420534095603204,0.013317740030012749
No E-Mail,0,0.0,0.005886464385411627,0.014035948749027777,0.00814948436361615
Womens E-Mail,1,29.99,0.005855518631655359,0.00915894583686169,0.00330342720520633
Mens E-Mail,0,0.0,0.006500109520842298,0.012668099111448021,0.006167989590605724
Womens E-Mail,0,0.0,0.0053568082327813205,0.009664717414232906,0.004307909181451586
No E-Mail,0,0.0,0.0059872263617111905,0.01632952016597736,0.01034229380426617
Mens E-Mail,0,0.0,0.005472522371107993,0.012096849036497567,0.006624326665389574
Mens E-Mail,0,0.0,0.006497157844263836,0.009315918514407025,0.0028187606701431897
No E-Mail,0,0.0,0.00584243550876184,0.008638790301336883,0.0027963547925750425
Mens E-Mail,0,0.0,0.0064147350978355526,0.010336306613303559,0.003921571515468006
Womens E-Mail,0,0.0,0.006303974260730106,0.00986959109942207,0.003565616838691964
No E-Mail,0,0.0,0.005633483946535629,0.008524650496448098,0.0028911665499124686
Womens E-Mail,0,0.0,0.0055862885591339995,0.015283844609776243,0.009697556050642243
Womens E-Mail,0,0.0,0.006070506966221036,0.011001158653464667,0.00493065168724363
No E-Mail,0,0.0,0.005606334303254923,0.012176086942602854,0.006569752639347931
Mens E-Mail,0,0.0,0.005480965243540688,0.007423702733037087,0.0019427374894963993
Womens E-Mail,0,0.0,0.007063598186255562,0.011836820440156574,0.004773222253901012
No E-Mail,0,0.0,0.0055264063877284025,0.007582533550389337,0.0020561271626609342
Mens E-Mail,0,0.0,0.005670049486139309,0.013658390004261434,0.007988340518122125
Womens E-Mail,0,0.0,0.00618773680094926,0.009965481354186154,0.003777744553236894
Womens E-Mail,0,0.0,0.012891171053001587,0.01816136035884989,0.005270189305848301
No E-Mail,0,0.0,0.006079483449820122,0.009869287441017774,0.0037898039911976517
No E-Mail,0,0.0,0.0059307560312120726,0.010103509526192324,0.004172753494980252
Mens E-Mail,0,0.0,0.005752092300546641,0.01271118619585427,0.006959093895307629
Womens E-Mail,0,0.0,0.005653339347402635,0.009307843878765898,0.003654504531363263
Womens E-Mail,0,0.0,0.004354770108973827,0.01663600595551214,0.012281235846538313
No E-Mail,0,0.0,0.012152452718837223,0.023385550166807816,0.011233097447970592
Womens E-Mail,0,0.0,0.012822422513266029,0.019192096252917724,0.006369673739651695
Mens E-Mail,0,0.0,0.006910893936552606,0.015660749891051717,0.00874985595449911
No E-Mail,0,0.0,0.006716523083906066,0.010833975984317054,0.004117452900410988
Mens E-Mail,0,0.0,0.006559240156127853,0.010134186866173305,0.0035749467100454515
Womens E-Mail,0,0.0,0.005694200683302215,0.008382569763541306,0.002688369080239091
No E-Mail,0,0.0,0.006848348347404571,0.009967682146855792,0.0031193337994512207
Womens E-Mail,0,0.0,0.005500377491677873,0.008273767186176164,0.0027733896944982916
Mens E-Mail,0,0.0,0.006403985045904611,0.009833204061766625,0.0034292190158620134
Mens E-Mail,0,0.0,0.005296321062836997,0.006708930207400121,0.0014126091445631228
Mens E-Mail,0,0.0,0.006544819895112834,0.012197353814455065,0.005652533919342231
No E-Mail,0,0.0,0.007508049275129022,0.013714611135179756,0.006206561860050734
Mens E-Mail,0,0.0,0.004162319002049197,0.015216273818091087,0.01105395481604189
Mens E-Mail,0,0.0,0.005619378046901052,0.009253748104516568,0.003634370057615516
No E-Mail,0,0.0,0.022227316372339396,0.03641571383028016,0.014188397457940764
No E-Mail,0,0.0,0.01724277594722056,0.02618104010823057,0.008938264161010009
No E-Mail,0,0.0,0.006103820540046611,0.010338899003626497,0.004235078463579886
No E-Mail,0,0.0,0.006045324324184157,0.011816878635066719,0.005771554310882562
No E-Mail,0,0.0,0.004938988933386306,0.0064243749006267885,0.001485385967240483
No E-Mail,0,0.0,0.004248453136019535,0.016253561649947092,0.012005108513927557
Womens E-Mail,0,0.0,0.007206355419149883,0.012227999686363998,0.005021644267214115
Womens E-Mail,0,0.0,0.006055890028710905,0.010249518311206685,0.00419362828249578
Mens E-Mail,0,0.0,0.005101199904873729,0.014346024796952201,0.009244824892078472
Womens E-Mail,0,0.0,0.00583219322349552,0.007813424312109971,0.001981231088614451
Mens E-Mail,0,0.0,0.006093071850626433,0.010024896481894384,0.003931824631267951
Womens E-Mail,0,0.0,0.005601550599371121,0.008860646269560919,0.003259095670189798
Womens E-Mail,1,264.66,0.01386952542579046,0.024323323234598626,0.010453797808808165
Womens E-Mail,0,0.0,0.005220909081057377,0.012973293042187155,0.007752383961129778
Mens E-Mail,0,0.0,0.007123337480998955,0.01342446443103598,0.006301126950037025
Mens E-Mail,0,0.0,0.0053767538849490626,0.009925744399825213,0.0045489905148761505
Womens E-Mail,0,0.0,0.0060892605400297345,0.008942608168917284,0.0028533476288875497
Mens E-Mail,0,0.0,0.0054543057128673645,0.008035991053898647,0.0025816853410312824
No E-Mail,0,0.0,0.0034160775847924593,0.0163702357853829,0.012954158200590442
Mens E-Mail,0,0.0,0.0057878634668787985,0.010896483955398805,0.005108620488520007
Womens E-Mail,0,0.0,0.006001986351242501,0.01420163555262979,0.008199649201387289
Womens E-Mail,0,0.0,0.0057397292759490855,0.008189943370717512,0.0024502140947684267
Womens E-Mail,0,0.0,0.00495380269988238,0.018874787826230303,0.013920985126347924
Mens E-Mail,0,0.0,0.007455693748784734,0.012247555500677843,0.004791861751893109
Mens E-Mail,0,0.0,0.0062646997861137,0.010295365903248154,0.0040306661171344545
Mens E-Mail,0,0.0,0.006062027407202489,0.010389082008338893,0.004327054601136404
Womens E-Mail,0,0.0,0.005544641941160797,0.012760359610930338,0.007215717669769541
Mens E-Mail,0,0.0,0.005491874948128965,0.011308456786317077,0.005816581838188112
Womens E-Mail,0,0.0,0.0072649032586935836,0.011860151602775431,0.004595248344081848
No E-Mail,0,0.0,0.004973272298246078,0.01697493926193333,0.012001666963687253
Mens E-Mail,0,0.0,0.003811034502164405,0.01589329311823961,0.012082258616075203
Womens E-Mail,0,0.0,0.00575290513878715,0.012703381791565722,0.006950476652778572
Mens E-Mail,0,0.0,0.005358434879497839,0.006973637658136399,0.0016152027786385606
Womens E-Mail,0,0.0,0.005988549187063815,0.009427896218279823,0.003439347031216008
Womens E-Mail,0,0.0,0.00731054834234921,0.011786431818028836,0.004475883475679626
Womens E-Mail,0,0.0,0.004782859406959038,0.014016796455880477,0.00923393704892144
Mens E-Mail,0,0.0,0.006367174458100272,0.009443314049643608,0.0030761395915433363
Mens E-Mail,0,0.0,0.004153400808098083,0.01605036729095275,0.011896966482854668
No E-Mail,0,0.0,0.0048722628359886425,0.006167620198061016,0.0012953573620723736
Womens E-Mail,0,0.0,0.006336116692910657,0.010021177754700652,0.003685061061789995
Mens E-Mail,0,0.0,0.0046894807061727845,0.015240885805439286,0.010551405099266501
No E-Mail,0,0.0,0.006302429673596059,0.008939163339534657,0.002636733665938598
No E-Mail,0,0.0,0.009329403613010814,0.017358711824332056,0.008029308211321242
Mens E-Mail,0,0.0,0.005237351717388083,0.006684747993177779,0.001447396275789696
No E-Mail,0,0.0,0.006158524640335601,0.010145792673029511,0.0039872680326939105
No E-Mail,0,0.0,0.005614829552829686,0.011739009966382047,0.0061241804135523615
Mens E-Mail,0,0.0,0.0047106858372509,0.018942859470104434,0.014232173632853534
Mens E-Mail,0,0.0,0.006132866572825378,0.009887151539070821,0.003754284966245443
No E-Mail,0,0.0,0.007057817592352904,0.011706827513527616,0.004649009921174712
Mens E-Mail,0,0.0,0.01272106356720282,0.031224360707668333,0.018503297140465513
No E-Mail,0,0.0,0.0052037917464506,0.012409714842883664,0.007205923096433064
No E-Mail,0,0.0,0.01446603193265905,0.02529238789577414,0.010826355963115089
Mens E-Mail,0,0.0,0.006051363970196352,0.013127337593235467,0.007075973623039115
Mens E-Mail,0,0.0,0.006971766158989493,0.012027401406244115,0.0050556352472546215
No E-Mail,0,0.0,0.005980496793414772,0.011758265000907297,0.005777768207492525
Mens E-Mail,0,0.0,0.005481755402303421,0.013965275027263108,0.008483519624959687
Womens E-Mail,0,0.0,0.006008594927891901,0.01138070477104603,0.005372109843154128
No E-Mail,0,0.0,0.005816071866062754,0.007706610967376712,0.0018905391013139573
Womens E-Mail,0,0.0,0.004748734875860873,0.005836735042410638,0.0010880001665497653
Womens E-Mail,0,0.0,0.006751920338649714,0.011011675549911813,0.004259755211262099
No E-Mail,0,0.0,0.006334102295540519,0.010898528264498787,0.004564425968958268
Mens E-Mail,0,0.0,0.005947916047843586,0.008635993875662204,0.002688077827818618
Womens E-Mail,0,0.0,0.014407794675597163,0.019874841413666387,0.005467046738069223
No E-Mail,0,0.0,0.003934563645082677,0.01412491690370188,0.010190353258619203
Mens E-Mail,0,0.0,0.0037166368334570453,0.0149345685506127,0.011217931717155655
Mens E-Mail,0,0.0,0.004873728894053403,0.015243610649264824,0.01036988175521142
Womens E-Mail,0,0.0,0.006246440019499947,0.01102120525830041,0.004774765238800463
No E-Mail,0,0.0,0.008157888953443986,0.012773424962677816,0.00461553600923383
Womens E-Mail,0,0.0,0.006247041816891697,0.009937682036897547,0.00369064022000585
Womens E-Mail,0,0.0,0.0055874737334737435,0.009583606942106231,0.003996133208632488
Mens E-Mail,0,0.0,0.005254729108314933,0.006526562680909249,0.0012718335725943153
No E-Mail,0,0.0,0.006782685165692079,0.010973569461790579,0.0041908842960985
Womens E-Mail,0,0.0,0.006408268439233004,0.013635125430847866,0.007226856991614862
No E-Mail,0,0.0,0.00521288181184631,0.013833102413316648,0.008620220601470338
No E-Mail,0,0.0,0.0056818598869235945,0.008831313430073413,0.0031494535431498185
Womens E-Mail,0,0.0,0.006247256574693778,0.009865380581860867,0.003618124007167088
Mens E-Mail,0,0.0,0.005493141964968015,0.014015063880039216,0.008521921915071201
No E-Mail,1,149.28,0.006007419941880848,0.009839003141727977,0.0038315831998471292
